"","GENEID","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"21","ENSG00000130939",1006.04665598575,0.0543211003257229,0.0677324205260089,0.398982342199822,0.714787886884179
"22","ENSG00000060656",191.926903606176,-0.23448495214748,0.342941545808799,0.053917241517904,0.254076247854175
"23","ENSG00000134698",185.053207062996,-0.0154249223096205,0.150936969582015,0.886514787579947,0.965279369048524
"24","ENSG00000163879",84.131395076525,-0.381046989524476,0.421725699047979,0.0276673936764468,0.164845875131342
"25","ENSG00000116954",354.564622246239,0.120960509347726,0.198619445529249,0.294482786394952,0.623591656328071
"26","ENSG00000179051",964.589063804216,-0.373566950621819,0.199348952122415,0.0107889127679598,0.0872855517916216
"27","ENSG00000215895",16.9633418345028,0.0426344220412153,0.205113597404121,0.6046067491149,0.843431743376152
"28","ENSG00000126067",1868.54001319032,-0.0435437155203829,0.122813758319055,0.668037333898944,0.879259001467777
"29","ENSG00000054118",2245.58884321268,-0.162353131501233,0.127275849797555,0.122488681505416,0.402013342426373
"30","ENSG00000158315",10.0506724880933,-0.00142189037599751,0.208465113895303,0.980244144840717,0.993523988702386
"31","ENSG00000146463",1043.18862723185,0.0389330629884934,0.110904003431974,0.686382520686219,0.888446972731632
"32","ENSG00000142686",349.982668394793,0.132440359656706,0.102970260120984,0.1450618259601,0.440281752819928
"33","ENSG00000117000",322.851417723867,0.0289612466213946,0.141372349959864,0.789906184210986,0.931601745708968
"34","ENSG00000092853",257.749014137851,-1.89513390285036,0.590061981878436,4.77509076620713e-05,0.00159690477835784
"35","ENSG00000134697",865.128404956578,-0.33970023313302,0.216867968722749,0.0213190006110882,0.140201166682979
"36","ENSG00000116151",37.0027923670648,-0.0342286717460263,0.183076129644463,0.737223197454541,0.91080501027615
"37","ENSG00000214114",152.623158762127,-0.123668948554406,0.125151185723915,0.23217643258441,0.558626839882097
"38","ENSG00000116544",8.18655899089872,0.0296327063479493,0.21975424085224,0.342673822895163,0.667465343440297
"39","ENSG00000163866",362.969105962863,-0.188049954703454,0.132731591516325,0.0822778074953104,0.322402834229734
"40","ENSG00000162384",265.102353901113,-0.0580375627405863,0.163579890819227,0.597503387624722,0.839849590863383
"41","ENSG00000117859",896.923579634233,0.0788057213454532,0.195152103223219,0.455436448022939,0.754848076579301
"42","ENSG00000162396",51.5830487688551,0.0211391030073581,0.166176640014082,0.847115784565381,0.950211010454095
"43","ENSG00000162378",778.215888384587,0.0484714793377998,0.159305581101459,0.663158582979695,0.87732054264582
"44","ENSG00000243725",9.67225221598407,-0.0465041009678651,0.20959482863227,0.54218954568026,0.807940355852494
"45","ENSG00000162407",824.207788933676,0.130027846333362,0.232278036257531,0.211340773639868,0.531573636273967
"46","ENSG00000163877",192.767786056012,0.0713631041638767,0.117584483154387,0.478708239436025,0.768495895053032
"47","ENSG00000228929",22.5919460819767,-0.022535889933034,0.194314043549108,0.802836579660845,0.935095088290533
"48","ENSG00000157184",108.422132471919,-0.0755815616732158,0.152368548204978,0.497514229321998,0.780125919386963
"49","ENSG00000198815",682.733764116194,0.0936211165292155,0.117358986121169,0.34666848138261,0.670783407383976
"50","ENSG00000134744",394.961987573552,-0.0658682101192075,0.134439746793164,0.536046847941669,0.803323071866327
"51","ENSG00000162385",222.698509487019,-0.301329557277052,0.165149055087176,0.0184501340665002,0.12783487406366
"52","ENSG00000123080",211.948341999194,-2.10933551810429,0.488438910777189,6.50359838459106e-07,6.05084788166376e-05
"53","ENSG00000162415",139.378408692916,-0.012531841209875,0.217552766085471,0.653915036413377,0.872216630762321
"54","ENSG00000162600",103.987611673905,-0.0596893102691957,0.172111607873651,0.587244381779443,0.834752066209804
"55","ENSG00000116704",392.371120817899,-0.14277021198756,0.137617668769598,0.19269887918337,0.507491156955873
"56","ENSG00000157193",527.927764519102,-0.0646249214259366,0.190655806180322,0.531571761534205,0.800003374834867
"57","ENSG00000116205",183.260325969174,-0.014809822694401,0.13145315096659,0.886471318658547,0.965279369048524
"58","ENSG00000162607",549.319971711918,-1.15878205203816,0.29815918109815,5.31326175117396e-06,0.000291006343609581
"59","ENSG00000154027",564.793100795835,-0.0138570743679106,0.178797137440658,0.890944702144459,0.966029535002631
"60","ENSG00000137960",9.18722102326613,0.0519335015812503,0.22077190087317,0.332645457001525,0.658857456034814
"61","ENSG00000116675",132.697559908145,1.65091314096853,0.832390054042085,0.00124553203165195,0.0182234394227787
"62","ENSG00000162433",862.827456399172,1.54523208783313,0.364027022612033,1.02782575759033e-06,8.57392413565449e-05
"63","ENSG00000213625",1372.0396633893,0.354396284371613,0.207436274726925,0.0164272975361492,0.118597087904587
"64","ENSG00000158966",132.043496875644,0.630734325229644,0.424757413266497,0.00713354824394321,0.0653225988722976
"65","ENSG00000153898",12.4447117999312,0.0625657591966737,0.229022093439001,0.109365000307258,0.376063736472501
"66","ENSG00000125703",139.671209266901,0.0792904641364155,0.139593858503557,0.466504678436149,0.761539635903978
"67","ENSG00000162618",1927.3671102776,-0.0152088891209258,0.206573099692581,0.822842169888364,0.942822393128579
"68","ENSG00000137941",405.432670946366,0.0245990952601899,0.154595673273878,0.824244493804345,0.943089048724972
"69","ENSG00000066135",227.912992360413,0.0811614181272242,0.171310939346717,0.473599047765383,0.766071948318805
"70","ENSG00000117174",484.466330059432,-0.0488778552028791,0.12740760591655,0.636126245071388,0.861971925812432
"71","ENSG00000122420",525.519232471274,0.0403397404500878,0.200976348333977,0.646948881541968,0.868382809644745
"72","ENSG00000143013",609.620942204881,-0.0347580139516449,0.142472088063632,0.747271593034343,0.914725470296066
"73","ENSG00000226084",11.6797785878004,0.0268094991300401,0.202360308738895,0.742794325020923,0.913155213297513
"74","ENSG00000134748",318.686907484756,-0.485791949319609,0.180314614498881,0.000913285684440059,0.0147610561514065
"75","ENSG00000142892",1207.1470150364,0.139857118687462,0.0732201523859814,0.0421041661929475,0.218953732756876
"76","ENSG00000116641",1763.60465445778,0.0861328769119082,0.157938094799584,0.449204826407435,0.751461364676164
"77","ENSG00000172260",573.91310939624,-0.0479331386345468,0.20184821676477,0.586649119933002,0.834741004033823
"78","ENSG00000067334",776.95725223287,-0.282384902822828,0.0972647271565901,0.00135456083650151,0.0194461879139297
"79","ENSG00000142949",3511.73881457568,0.229773334863696,0.272115583928369,0.0879557063865975,0.334273140218664
"80","ENSG00000116157",181.672832906766,-0.00657767389562149,0.203693218621374,0.926282974144944,0.976359808789141
"81","ENSG00000143036",12.1421272942583,0.205178118080148,0.351843345601376,0.0266048216187778,0.16082564805287
"82","ENSG00000065243",770.967249572703,-0.199853623120603,0.12040460355972,0.0503421844607213,0.243474330310866
"83","ENSG00000117528",811.144124494025,0.0284648236973575,0.138837446409147,0.792786692852234,0.932078255168678
"84","ENSG00000036549",593.314061643964,-0.134938768993108,0.158355835069176,0.244218509956037,0.571299865001495
"85","ENSG00000142700",25.6790838683944,-0.0262319919877584,0.220989516709694,0.0726709362091466,0.299531533731788
"86","ENSG00000127124",169.468595033756,-0.0459974881972998,0.195957332755006,0.625245550445869,0.856276082201485
"87","ENSG00000137936",698.344828082714,0.0467941144655945,0.190486312625114,0.641524692764286,0.865262465456821
"88","ENSG00000117519",3648.01748443231,0.089364903112849,0.144638784439016,0.420918964852353,0.730156311206771
"89","ENSG00000171492",882.476470996476,0.124295506934768,0.207426553789102,0.274375068758368,0.602645240308559
"90","ENSG00000170989",282.513193656927,-0.0508639361227006,0.212016023196581,0.49083806143663,0.776384565525817
"91","ENSG00000116299",23.0795067499204,0.110299057506792,0.239923071453713,0.174945791374951,0.485221329259706
"92","ENSG00000137962",2362.23238663477,-0.0692943759794917,0.214383573229074,0.396623666609051,0.713253729122668
"93","ENSG00000162377",315.572017785908,-0.115382867336695,0.140355222062858,0.293856078754908,0.623123422237992
"94","ENSG00000116774",751.566152112333,-0.0514084220998831,0.209812083630038,0.509961953654718,0.786900679921813
"95","ENSG00000023909",867.339370315389,0.118468836085954,0.184516465864095,0.311555240077696,0.63932086559522
"96","ENSG00000069702",278.629842263579,0.0816006092406685,0.225081879609381,0.277824567733526,0.606367785877353
"97","ENSG00000198198",444.054471837355,-0.0521995092275096,0.120666400927551,0.603490868663785,0.842739616865582
"98","ENSG00000116793",466.735066682871,-0.0155166635325664,0.134858659709182,0.882718230779803,0.96372553482732
"99","ENSG00000117525",660.135757246316,0.0935570354994509,0.241495402536776,0.0955454476522802,0.348867076031496
"100","ENSG00000203914",15.095963468274,0.00817688331413279,0.207588562620559,0.904214751880041,0.970699376988451
"101","ENSG00000198162",1422.12625959188,0.0430490608266998,0.133270053962416,0.68741761343354,0.888965943407891
"102","ENSG00000143079",776.889861792446,0.0459648477755626,0.124729267053537,0.600186781301924,0.841296052127425
"103","ENSG00000117620",309.062689179978,0.0400959642031425,0.150736125352209,0.716624843644007,0.901576289894675
"104","ENSG00000162688",469.780978522656,0.131275203625765,0.172795466823355,0.260421545854235,0.589022645555302
"105","ENSG00000197106",166.162475447713,-0.00724686541092614,0.205967269032228,0.91401485964461,0.972559480601637
"106","ENSG00000185946",127.193570491716,0.00222957053236781,0.156767663289938,0.985622201142726,0.996302921332478
"107","ENSG00000162627",529.343439531057,0.0192929618279691,0.163857961557934,0.86097820585624,0.955502719866888
"108","ENSG00000265808",1178.7516549818,0.244346728553343,0.272119855971551,0.0808321722346687,0.319407355398944
"109","ENSG00000134247",1700.53596065093,0.0540408144851681,0.176527929469365,0.616785733934449,0.851276924907246
"110","ENSG00000162664",413.244604550349,-0.267708709608473,0.175782475232436,0.0390993426273505,0.208996993127677
"111","ENSG00000134253",36.7594873149866,-0.0208635436111729,0.186669828825002,0.830897899299111,0.945642454414041
"112","ENSG00000183508",54.5012177378659,0.0395637629084915,0.214146268624666,0.526590065587366,0.797134773877246
"113","ENSG00000143398",1135.22219019365,0.0769460893168157,0.103128051934941,0.400157844120842,0.715498673673569
"114","ENSG00000196505",212.62370383388,-0.0176926867252185,0.136206285431243,0.867062952124272,0.958096122599495
"115","ENSG00000065183",744.467338638971,-0.102187119316756,0.0899827507329104,0.211636194637806,0.531893979042964
"116","ENSG00000163156",215.220241586357,-0.0331553174084363,0.123930816012868,0.744579626470104,0.913742174565578
"117","ENSG00000171943",84.0646116899245,0.0815237183226887,0.198259088189982,0.433903651658139,0.740641844074589
"118","ENSG00000116830",250.585588075151,-0.473007674224983,0.229978320368291,0.00464894194413695,0.0484657240089935
"119","ENSG00000081026",193.804404927334,-0.263563934362296,0.200225297824515,0.0530974936896753,0.251273890907058
"120","ENSG00000143458",205.610403741701,-0.101750776955323,0.198950780079609,0.352671483830742,0.676000253079687
"121","ENSG00000163155",64.2957293718606,-0.12928751779186,0.19199759160491,0.272779327303477,0.601554310024374
"122","ENSG00000117262",35.0925698917834,0.0838693047152549,0.188495432513129,0.444866616533164,0.748197580921636
"123","ENSG00000184371",1680.16273394349,1.09940737203051,0.33510531554956,4.80527366548847e-05,0.00160330441335402
"124","ENSG00000143158",568.361567933287,0.0232768322760674,0.19316770888202,0.804854590079611,0.935707422962523
"125","ENSG00000000460",90.7509180137205,-0.891793445017695,0.320133600213391,0.000299941742618174,0.00660600068643427
"126","ENSG00000135862",24592.5985096368,-0.0406816262608219,0.155884359891688,0.714890756705423,0.900609707735658
"127","ENSG00000143156",140.653436986445,-0.0468665502886617,0.173002202990869,0.664680064304985,0.878282233015433
"128","ENSG00000143190",121.035981741913,0.0401323500579897,0.158837261585277,0.717055131535591,0.901847872560552
"129","ENSG00000047410",2626.73796905639,-0.253365567814452,0.160122769218007,0.0391985908504777,0.209241760795819
"130","ENSG00000171806",39.9225913168213,-0.233859061169187,0.269606472847014,0.0860044014455275,0.33022959856624
"131","ENSG00000135842",2167.24661949162,0.0360204455833789,0.210896523780726,0.599084206616211,0.840532478768685
"132","ENSG00000058085",1667.5216435738,-0.0935587622889961,0.236557663444968,0.15295759407033,0.452887994609381
"133","ENSG00000143228",218.420599777097,-2.25898529947513,0.515729540778585,4.82035272407902e-07,4.89248947113866e-05
"134","ENSG00000000457",85.5059563788112,-0.0162447909016223,0.176842090826679,0.874605772701198,0.960213932298426
"135","ENSG00000157064",634.79145346645,0.0454600904227417,0.212441704042515,0.520363859485882,0.792839857802873
"136","ENSG00000059588",345.605390339431,-0.0274067194724851,0.171117192835509,0.796938065908522,0.933145154145314
"137","ENSG00000162851",175.811803948763,-0.268526066180354,0.14810463047038,0.0235771533870518,0.14882994492831
"138","ENSG00000143353",198.147219905608,0.257394611911576,0.221598869039699,0.065747703960374,0.283668898716073
"139","ENSG00000197965",3327.78296990261,0.163509884564025,0.215994889774694,0.189584404763235,0.504515594193913
"140","ENSG00000143493",204.636210715712,-0.700652118332499,0.276366763932156,0.000765177878543405,0.0131119146743553
"141","ENSG00000179397",8.7419156804524,0.795847303663147,1.0065364413251,0.00867568875163686,0.0751754904723925
"142","ENSG00000092978",182.580637828845,-0.0276583071029706,0.143010962646661,0.797355893839981,0.933145154145314
"143","ENSG00000188404",26.564175809127,0.0338487239463477,0.219993496689329,0.340241101557158,0.665785525861656
"144","ENSG00000116574",185.416268965479,0.0619033685620052,0.227447608316517,0.165618151169814,0.472210260564278
"145","ENSG00000143248",170.814313825212,0.0664067241620278,0.208582203192507,0.455342091699016,0.754777880187245
"146","ENSG00000162814",6.99924855141024,0.0455839527978893,0.213061352931352,0.507950828418626,0.785633620149304
"147","ENSG00000116132",4373.91117354027,-0.069223808496724,0.172883673659916,0.547558426585984,0.811310094804788
"148","ENSG00000152092",24.0618577104086,0.0968726787911675,0.248037642145792,0.0267213711308815,0.161269328466829
"149","ENSG00000143476",305.798180316789,-1.71069325873384,0.456483258122153,7.45593712582775e-06,0.000370600929603644
"150","ENSG00000057252",756.996803385533,-0.0780035800296294,0.191161811053134,0.465123319702842,0.761168098113321
"151","ENSG00000162852",490.169561961121,0.118467177909744,0.191824244443614,0.306148909350317,0.634868591271681
"152","ENSG00000116962",1959.14305700688,-0.693755524178522,0.258429993882238,0.000521267968151978,0.00990092045769662
"153","ENSG00000181450",60.0272815844286,-0.133312744753986,0.201131252236878,0.255765003515045,0.583725556828282
"154","ENSG00000162849",142.826153642217,-0.013826373236643,0.209346619977546,0.822064524186123,0.94263265146515
"155","ENSG00000067533",371.055484977509,-0.206797510420635,0.141873336030565,0.0680266102087694,0.28818979000878
"156","ENSG00000152104",2864.59613710354,0.0536468432791385,0.190710893742394,0.567859560269649,0.82410895487988
"157","ENSG00000117650",163.346540184023,-2.08462456987399,0.683005431118993,7.55500092800863e-05,0.00234803604858924
"158","ENSG00000203724",28.8140816438118,0.274153889268468,0.419364307923323,0.0340808443055237,0.190469531863832
"159","ENSG00000173726",2223.73689416058,-0.0829202680242546,0.12289072114346,0.41550351698707,0.726460306184079
"160","ENSG00000152382",67.509522782584,-0.293484527758332,0.278653814606573,0.0509600972256697,0.244669153534029
"161","ENSG00000135829",2548.92717493044,-0.382026468531334,0.114354501148946,0.000185477081488165,0.00465588683080122
"162","ENSG00000134717",477.796206260398,-0.0950155419219036,0.160115664942107,0.403080610454704,0.717146522565542
"163","ENSG00000143207",437.035476051279,-0.0651191736442465,0.12926078629429,0.533379388865241,0.801000341818185
"164","ENSG00000116906",528.814850701932,-0.192051263823852,0.10928651038261,0.0436577828537706,0.223904261604108
"165","ENSG00000092969",643.057777099376,0.0769014305980759,0.223734938966686,0.293745890225007,0.623072798483217
"166","ENSG00000157181",392.532674713078,0.0963776205006673,0.200167005167136,0.378707342271076,0.699485666291982
"167","ENSG00000076258",21.5485277189101,0.0796390934602076,0.217002978374701,0.354210149818112,0.677339409019772
"168","ENSG00000117697",272.081418620515,-0.332885534553,0.142306619189456,0.00483623472591385,0.0496347471959624
"169","ENSG00000143641",3920.84459365756,0.245488548743247,0.239477881171096,0.0843916203294525,0.327415123619801
"170","ENSG00000010072",160.397540395776,-0.161911776752997,0.152459198762867,0.162499377041752,0.467681133925044
"171","ENSG00000135766",188.992941418658,0.369596759448076,0.305066675508671,0.0275419411238505,0.164637191135612
"172","ENSG00000116183",1665.53340246145,0.0783918606677093,0.233115604394081,0.14096270037443,0.433368488293683
"173","ENSG00000170382",17.6140138409112,0.0492839727090794,0.226092831803148,0.0571475958704483,0.261936721603891
"174","ENSG00000066027",313.977293460777,-0.120828257785394,0.181156903937135,0.30347146922178,0.632842658661625
"175","ENSG00000116711",841.533711534793,-0.0145007050248283,0.205525670717493,0.836174090660172,0.947624795177773
"176","ENSG00000123684",1140.45215610629,-0.0855917893062248,0.16939905892127,0.44723056096588,0.749798993162538
"177","ENSG00000203705",114.068070514465,0.111274208747099,0.170057589163089,0.338292858484696,0.664139395109817
"178","ENSG00000174175",35.1876665936788,0.0314186106064716,0.221668631452019,0.108849248880859,0.375080246499712
"179","ENSG00000171161",309.860639267069,0.0539225287868791,0.181024664473504,0.615756571536515,0.850645245162018
"180","ENSG00000196878",257.001473682505,0.157438653265695,0.227727798621125,0.182663782549615,0.495164187832613
"181","ENSG00000074964",280.195626260739,0.214985066778583,0.243323134464163,0.105975003818379,0.369651815770236
"182","ENSG00000174606",313.541321016164,-0.203353065178575,0.144518145703468,0.0751535819073865,0.305113031553512
"183","ENSG00000116903",305.591598165616,0.070763027584016,0.161387762002113,0.530779384438197,0.799640725986293
"184","ENSG00000151414",5733.90637559585,0.250911623057241,0.255918460400292,0.0741438292308328,0.302792216504307
"185","ENSG00000136643",539.987922678742,0.0562547763022683,0.120085917535756,0.575751663506073,0.828654652130799
"186","ENSG00000069248",585.388149973132,-0.167880660349614,0.125281851209285,0.107278458978004,0.372319357629543
"187","ENSG00000185220",38.5875201817822,-0.105948921060427,0.204141257378786,0.328869490151049,0.65407932574098
"188","ENSG00000162769",63.7186109382288,-0.105347334275928,0.208473372576434,0.323828564285625,0.65037904170182
"189","ENSG00000277462",39.8879717654263,-0.045029675443397,0.19241535343915,0.643750197765128,0.866093294288204
"190","ENSG00000035687",749.749588726153,-0.200616891401059,0.148095575862841,0.0830874699092427,0.3246114504072
"191","ENSG00000180287",44.1065829912011,-0.0182296835968253,0.217463972043886,0.580189909136483,0.831691490489571
"192","ENSG00000007341",142.989038048983,-0.0364856203667937,0.143414990370683,0.73645234662218,0.910766957960977
"193","ENSG00000143324",766.580177090894,0.134141218672598,0.176311918766543,0.2610778267507,0.5895453089317
"194","ENSG00000286619",39.8038055325896,0.039169784663712,0.210796603488049,0.577325801048739,0.829880823652708
"195","ENSG00000198756",156.855500253361,1.07028490555741,1.18982976708227,0.00555078535170919,0.054917585954129
"196","ENSG00000054282",508.128660949299,-0.0124386622805085,0.162986731019063,0.907159653272266,0.971340111220484
"197","ENSG00000162702",420.157662380394,0.0368326306215129,0.161205268749534,0.739800620931938,0.911809291118049
"198","ENSG00000054267",582.753565442455,0.00635855080815714,0.143324521650184,0.954029283098017,0.984280663704904
"199","ENSG00000175137",1308.24520871191,0.215748655245924,0.179540571823351,0.0908527895066577,0.339767427698951
"200","ENSG00000134245",26.1379913873919,0.0680091675312292,0.201544684437749,0.482794939235625,0.771027358783733
"201","ENSG00000097046",103.417652450905,-1.2389405063609,0.46886504372156,0.000325749157029562,0.00696306813715327
"202","ENSG00000185420",487.404121975581,0.11601663000615,0.257967533718255,0.0490633260161453,0.240477236414587
"203","ENSG00000136636",690.413455140439,-0.0861689392826699,0.194729572392078,0.420045742568639,0.729079229589808
"204","ENSG00000163874",264.048280159366,0.051925492075306,0.217727463100631,0.40959659308577,0.721116563809663
"205","ENSG00000054392",41.3167968046218,0.459903066446426,0.605002432637674,0.0182298094343936,0.12680964227909
"206","ENSG00000143341",1591.49058325992,0.0191369608894202,0.210555192409835,0.760653129678528,0.919319723363191
"207","ENSG00000162545",604.252721397641,-0.195703931116371,0.345574475676209,0.0204289525974435,0.136199273311573
"208","ENSG00000090432",522.033276191909,0.0976372430664894,0.107445322315364,0.297808791752636,0.627516535784416
"209","ENSG00000183114",7.50568290780895,-0.00646444796895607,0.217565795459862,0.795103888420408,0.932510860713039
"210","ENSG00000158825",58.3219339674992,0.0794050195910214,0.23560018497326,0.0917110767235596,0.34141898185205
"211","ENSG00000158828",352.443340063721,0.254111188362974,0.288693054850733,0.0704344754404579,0.294013798257925
"212","ENSG00000117242",131.985485068912,0.0908907415244925,0.181084566521086,0.421775188294747,0.730550427057186
"213","ENSG00000162630",13.7833049608451,-0.0423405149513464,0.220320761963914,0.33620082174677,0.6622927685049
"214","ENSG00000066557",372.219389262333,-0.391054594306816,0.146427778261956,0.00148803122820788,0.0208468004307038
"215","ENSG00000118454",540.067279163715,-0.0846901036765132,0.137477489036522,0.432361904488765,0.739555330074456
"216","ENSG00000116761",119.639181795013,0.000354379925451015,0.205551560927509,0.999084889715084,0.999657738036864
"217","ENSG00000007968",22.6951014212506,-0.0854415619994901,0.239045992974021,0.0702719776578247,0.293673332486515
"218","ENSG00000117318",2275.03909161366,0.0590186713219449,0.180899752641528,0.582648359633032,0.832979796433603
"219","ENSG00000142676",6227.63707801637,-0.19675247961512,0.126379341361767,0.0561268046405832,0.25943453584504
"220","ENSG00000057757",385.557776636211,0.0427693590938383,0.137395542206553,0.691383718474414,0.890078347519749
"221","ENSG00000117308",208.948710449136,-0.172725734874912,0.194913644517788,0.166989134045469,0.474301426915056
"222","ENSG00000158716",89.7516723699393,-0.000653467218781731,0.201603094682653,0.990491188663174,0.997258585373557
"223","ENSG00000213085",9.24175487141194,-0.0785613948295324,0.223780927592772,0.288177323243611,0.616358041490978
"224","ENSG00000163399",2666.68082202618,-0.0230193913723181,0.179343371859177,0.823990189213772,0.942991007117734
"225","ENSG00000177888",484.407189078944,0.0264155030520197,0.155404765933059,0.811494623196816,0.938563468091369
"226","ENSG00000243364",38.0605441714534,0.0671153900423874,0.205378077907098,0.470192140466131,0.764065605000397
"227","ENSG00000143590",7.95168354525745,0.140817355955536,0.27007434898019,0.0725888677866742,0.299390402687067
"228","ENSG00000169241",324.185119008532,0.199266191026199,0.19246968845456,0.120692426382436,0.398210928964464
"229","ENSG00000163463",36.1696205082883,-0.00789147605139452,0.185287992049965,0.934814883903513,0.979137131051136
"230","ENSG00000169231",179.990340986786,0.414896136312694,0.207285686338555,0.00690248430564609,0.0639934577734382
"231","ENSG00000177628",1270.09436432749,0.733851525115848,0.257152333423744,0.000306867442296544,0.00670764165284945
"232","ENSG00000143630",25.9831718583566,0.0902082490018663,0.199749775741499,0.394065585370414,0.71049382383922
"233","ENSG00000174059",44.0362230184225,-0.0164412332892761,0.214034101034226,0.731901947195102,0.908323110200859
"234","ENSG00000142657",1750.54469496301,-0.202772560922946,0.133804338316294,0.0636716095610208,0.278436198002005
"235","ENSG00000175279",15.3717858260311,-0.0609207939816456,0.211861053554969,0.449372542411133,0.751461364676164
"236","ENSG00000160049",696.599864018756,0.00167542475655866,0.112164836486469,0.987285853359497,0.996475666681519
"237","ENSG00000182004",202.876248175387,-0.469761193035194,0.185109478904494,0.00151074201078817,0.0209977119927302
"238","ENSG00000158156",155.916846771753,-0.00533130457216957,0.164159595467108,0.959319354761032,0.986879867094324
"239","ENSG00000182118",27.6452028096198,0.0498062178934479,0.220047072637701,0.357058429459822,0.679830256484304
"240","ENSG00000143633",89.4667487735203,-0.580293481341273,0.228614425064516,0.00102553682146937,0.0159194025955149
"241","ENSG00000132773",110.052378463352,-0.267502753810775,0.339671379507979,0.0542723067281119,0.254724787682107
"242","ENSG00000070759",11.943487210857,-0.00340873797236833,0.203357512283522,0.962171597003252,0.987707285039727
"243","ENSG00000280670",17.7539034030253,0.0475004153033438,0.203710297046277,0.581421495220289,0.832758811239512
"244","ENSG00000132763",92.026376176765,-0.087489077603273,0.169150160273088,0.440771644415922,0.745437761288638
"245","ENSG00000259865",24.169353087263,-0.0203019619629165,0.195708159129401,0.818266221846135,0.941742601211229
"246","ENSG00000228818",8.76030796403431,-0.0171404272000309,0.204160238337056,0.819941150036302,0.942399893223541
"247","ENSG00000162636",364.651262348265,-0.402430700338588,0.387995421143439,0.0241664420760044,0.151316540246388
"248","ENSG00000162639",24.1279149660519,-0.0117656271146471,0.19579449795228,0.891822919084047,0.966065942114323
"249","ENSG00000134186",639.321420457819,-0.308991723631455,0.0982900625744948,0.000522454181624865,0.00990092045769662
"250","ENSG00000116266",524.362443303633,-0.140328679119315,0.123482033362203,0.172547026291135,0.482161636424631
"251","ENSG00000273382",31.0625576037001,0.0420524492753686,0.184673028278947,0.684379474838488,0.887047250029325
"252","ENSG00000215717",674.89332108144,0.278602813408712,0.217121630842095,0.0498384684667916,0.242406221316619
"253","ENSG00000132676",1038.19859819448,0.0493176976635763,0.140449552311218,0.649256373267322,0.869867477760077
"254","ENSG00000132718",1361.48457763248,0.0662356254687796,0.199482251870394,0.501350710626908,0.782022897200675
"255","ENSG00000132680",405.227342494363,0.101631298831808,0.146439914491152,0.366643933999306,0.68850692949488
"256","ENSG00000163479",2483.59793846072,-0.131076623864278,0.145893462345323,0.240018639151156,0.567736396453696
"257","ENSG00000160803",388.098450759456,-0.224330795779643,0.132772435019711,0.0402485693921016,0.213044396847907
"258","ENSG00000198952",1111.88717958488,0.179977574215205,0.120292168975572,0.0777228229948172,0.311879749224987
"259","ENSG00000163472",54.8348965179598,0.195653741039249,0.20925289590971,0.129800122960846,0.414321307379308
"260","ENSG00000163468",3666.04897486889,-0.231914335469137,0.140158080532337,0.0405877728885907,0.213981451400293
"261","ENSG00000254726",70.7813278489248,-0.132462503418028,0.262483100200968,0.0848252216655682,0.328230916049902
"262","ENSG00000143061",12.9093223862778,0.052331603436888,0.224066268664078,0.217863972459685,0.539695800696342
"263","ENSG00000168275",110.57496388601,-0.233515529199341,0.173230218488169,0.0656614325993914,0.283380919639479
